Use sort to rank movies in descending order by popularity

Popularity       Title
19              Big Fix, The
19              Edison the Man
19              Santa Claus, The Movie
18              Witches, The
18              Women in Love.
18              Comedy Tonight
18              Inherit the Wind
18              Cries & Whispers
18              Bold Frontiersman, The
18              Gauntlet, The
18              School Daze
18              Old Maid, The
18              Catch a Rising Star, Tenth Anniversary
18              She's Having a Baby
18              Modern Love
17              So Fine
17              Hiroshima
17              Heroes
17              Crackers
17              Riders of Pasco Basin
17              Big Top Pee-wee
17              Night Is My Future
17              Tex Rides with the Boy Scouts
17              Frantic
17              Terminator, The
17              Bloody Mama
17              Business As Usual
17              Joe Versus the Volcano
17              Strangers on a Train
17              Tragedy of a Ridiculous Man
17              Cocaine Cowboys
16              Young Sherlock Holmes
16              Lair of the White Worm, The
16              Twenty Four Hours in a Woman's Life
16              Wise Guys
16              Hideaways
16              Voulez-Vous Danser Avec Moi?
16              Running Out of Luck
16              Hurricane Smith
16              Red River
16              Some Kind of Wonderful
16              Ensign Pulver
16              Yakuza, The
16              Thunderbolt & Lightfoot
16              Lady from Shanghai
15              Vampire Raiders, Ninja Queen
15              Appaloosa, The
15              Scrooged
15              Klute
15              Ninja Masters of Death
15              Good Fellas
15              Man Who Knew Too Much, The
15              A Woman Called Golda
15              Blood Alley
15              Love Songs
15              Le Choix des Armes
15              Deep Cover
14              Fourth Protocol, The
14              Almost an Angel
14              Broadway Danny Rose
14              Dreams
14              Target Eagle
14              Big Jim McLain
14              Pelle the Conqueror
14              Days of Heaven
14              June Night
14              Beauty & the Beast
14              Reckless
14              Batman
14              Joe Piscopo New Jersey Special
14              Deceivers, The
14              Housesitter
13              America's Music, Gospel
13              Death of a Salesman
13              Test Pilot
13              Desire under the Elms
13              Stakeout
13              Cocktail
13              Bill Cosby, Live at Harrah's
13              Last Time I Saw Paris, The
13              Judgement in Berlin
13              Cry of the Innocent
13              Sounds of the Seventies...& the Beat Goes
13              Exodus
13              Golden Ninja Invasion
12              Minsky's Follies
12              A Big Hand for the Little Lady
12              Prisoner of Zenda, The
12              My Darling Clementine
12              Penn & Teller Get Killed
12              Sweet Smell of Success
12              Pink Cadillac
12              Sweet Liberty
12              Topaz
12              Lady for a Night
12              Little Dorrit
12              Exile in Concert
12              Ferris Bueller's Day Off
12              Cahill, United States Marshal
12              Best of Candid Camera, The
12              Woman of the Year
11              Big Town, The
11              Monty Python's Life of Brian
11              Shining Through
11              No Mercy
11              Tom Sawyer
11              Stanley & Livingstone
11              Harlem Nights
11              Clint Eastwood Collection, The
11              Hawks
11              Killers of Kilimanjaro
11              California Suite
11              Summer
11              Bloodbrothers
11              Casino Royale
11              Elephant Walk
11              Madame Rosa
11              Coming to America
11              Sundays & Cybele
11              Star Trek VI: The Undiscovered Country
11              Teahouse of the August Moon
10              Life with Father
10              If Looks Could Kill
10              El Cid
10              Blame It on Rio
10              Rain Killer, The
10              Clockwise
10              Fire & Rain
10              Mr Love.
10              Carnal Knowledge
10              Frisco Kid, The
10              No Small Affair
10              Young Lions, The
10              Vertigo
10              Day for Night
10              Going for the Gold
10              My Fair Lady
10              Kiss of the Spider Woman
10              Final Alliance, The
9              Seven Samurai
9              Boxing Babes
9              Death Valley Days, Deadly Decision
9              Eighty-Four Charing Cross Road
9              Fire with Fire
9              Searchers, The
9              Deadline
9              Hannie Caulder
9              Bandolero!
9              Lionheart
9              Back to the Future
9              Plenty
9              Tango & Cash
9              Basil The Rat
9              Morituri
9              Naked Gun: From the Files of Police Squad!, THe
9              Glitz
9              Masque of the Red Death
9              Dead-Bang
9              Judge Priest
8              Patton
8              Hunt for Red October, The
8              Indiana Jones & the Last Crusade
8              Platoon
8              Lawless Frontier
8              Dead Poets Society
8              New York, New York
8              Fisher King, The
8              Name of the Rose, The
8              Top Gun
8              Thunderball
8              Robin Hood: Prince of Thieves
8              Killer Image.
8              Murder on the Orient Express
8              Hannah & Her Sisters
8              Bullseye!
8              Le Repos Du Guerrier, (Warrior's Rest)
8              Virgin Spring, The
8              Hurricane
8              Dances with Wolves
8              E. T. The Extra-Terrestrial
8              Never Say Never Again
8              Silence of the Lambs, The
8              Tootsie
8              Boy Friend, THe
8              Terminator 2
8              Rain Man
8              Diamonds are Forever
8              Romantic Comedy
8              Kramer vs. Kramer
8              Total Recall
8              Firemen's Ball, The
8              Addams Family, The
8              Mister Roberts
8              Scenes from a Mall
8              Torn Apart
8              Married to the Mob
8              Born on the Fourth of July
8              Thirty-Nine Steps, The
8              Awakenings
8              Godfather, The
8              Godfather, Pt 2., The
8              Torment
8              Apocalypse Now
8              Highlander
8              Hawaii
8              Witches of Eastwick, The
8              Pioneer Marshal
8              Packin' It In
8              Raiders of the Lost Ark
7              Battleground, The
7              Naked Lie
7              Bad Boys
7              Two-Way Stretch
7              Appointment in Honduras
7              Cape Fear
7              Another Woman
7              Gandhi
7              Great Train Robbery, The
7              A Fish Called Wanda
7              Shy People
7              Paper Chase, The
7              Bellboy & the Playgirls, The
7              Dr. No
7              Longest Day, The
7              Untouchables, The
7              Big Blue, The
7              Outland
7              Sometimes a Great Notion
7              Bedtime Story
7              Dangerous Moves
7              Red Tent, The
7              Blind Date
7              Nine & a Half Weeks
7              Border Shootout
7              Hurricane Express
7              Joan of Arc
7              Priceless Beauty
6              Swing It Sailor!
6              Offence, The
6              House on Carroll Street, The
6              Wild at Heart
6              Robin & Marian
6              I Will, I Will...For Now
6              Crossing Delancey
6              Overboard
6              Ghost
6              Live at Harrah's
6              Cat Chaser
6              Color of Money, The
6              Goodbye Girl, The
6              From Russia with Love
6              Wall Street
6              Hallelujah Trail, The
6              What about Bob?
6              Morning After, The
6              Police Academy 3: Back in Training
6              Jaws
6              Un Hombre y una Mujer
6              Blue Velvet
6              End of Innocence, The
6              Medicine Man
6              Goodbye Again
6              Driving Miss Daisy
6              Passion of Anna, The
6              Sammy & Rosie Get Laid
6              A Fine Madness
6              Executive Action
6              Amadeus
6              Vanishing Westerner
6              Eddie Murphy, Delirious
6              Subway
6              Cuba
6              Chariots of Fire
6              Man Who Would Be King, The
6              Killing Fields, The
6              Sanjuro
6              Will Rogers, Look Back in Laughter
6              Moonstruck
6              Zardoz
6              Quo Vadis
6              La Femme Nikita
6              Garrison Keillor's Home
6              Empire of the Sun
6              New York Stories
6              Web of Deceit
5              Tommy
5              Nights in White Satin
5              Time Bandits
5              Van, The
5              Never Let Go
5              Family Business
5              Rita, Sue & Bob Too
5              Do the Right Thing
5              Casino
5              Enemies, a Love Story
5              Operation Pacific
5              McQ
5              Trapper County War
5              Comfort of Strangers, The
5              Unbearable Lightness of Being, The
5              Secret of My Success, The
5              Sword of the Valiant
5              Danton
5              Big Shots
5              Time Lock
5              Meteor
5              Shooting Elizabeth
4              Terrorists, The
4              Tonight for Sure
4              Testament of Dr. Mabuse, The
4              What Price Glory?
4              Robin Williams
4              Return of the Jedi
4              Le Charme Discret de la Bourgeoisie
4              Out of the Blue
4              Losin' It
4              Modern Times
4              Monty Python's Flying Circus
4              Rumble Fish
4              Hook
4              Presidio, The
4              Magic Town
4              Plain Clothes
4              Fort Apache
4              Crimes of Passion
4              Sea Chase, The
4              Another Time, Another Place
3              Scenes from a Marriage
3              Elephant Man, The
3              Molly Maguires, The
3              Two Jakes, The
3              Internal Affairs
3              Lawless Nineties, The
3              Hope & Glory
3              Four American Composers
3              Fortune Cookie, The
3              O. C. & Stiggs
3              Alan & Naomi
3              Russia House, The
3              Magician, The
3              Adam at 6 A.M.
3              John Wayne Matinee Double Feature, No. 2
3              Strictly Business
3              John Wayne Collector's Limited Edition
3              Fugitive Kind, The
3              River's Edge
3              Dark Age
3              Mr. & Mrs. Smith
3              Steve Martin Live!
3              His Majesty O'Keefe
3              Star Chamber, The
3              Primal Rage
3              This Is Horror
3              Johnny Dangerously
3              Paper Moon
3              Days of Thunder
2              Five Easy Pieces
2              Wind & the Lion, The
2              Taming of the Shrew, The
2              Running on Empty
2              Mary White
2              Treasure Seekers, The
2              Tokyo Pop
2              So Ends Our Night
2              Winter Light
2              A Walk in the Spring Rain
2              Marnie
2              Eraserhead
2              Blackmail
2              Racketeer
2              Hud
2              Out for Justice
2              Gor
2              Reuben, Reuben
2              Hoosiers
2              Running Away
2              Curly Sue
1              Law of the Golden West
1              Dead Calm
1              A Show of Force
1              An Officer & a Gentleman
1              Operation Crossbow
1              Indiscreet
1              Conversation Piece
1              Cheyenne, The Iron Trail
1              Blade Runner
1              Hells Angels on Wheels
1              Anderson Tapes, The
1              Ratboy
1              Last Emperor, The
1              Coming Home
1              Death Valley Days, No Gun Behind His Badge
1              Stavisky
1              Wagonmaster
1              Holocaust
0              Employee's Entrance
0              Bank on the Stars
0              Ninja, the Violent Sorcerer
0              Shalako
0              Nightmare at Noon
0              Airport
0              White Lightning
0              A Chorus of Disapproval
0              Shout at the Devil
0              It's My Turn
0              After the Rehearsal
0              Desert Rider
0              Flame & the Arrow, The
0              Anna Christie
0              Tales of Tomorrow
0              Drop Kick, The
0              Hot Child in the City
0              Knights & Emeralds
